,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Tura,IN,25.5198,90.2201,70.66,97,29,2.98,scattered clouds
346,Paita,PE,-5.0892,-81.1144,70.72,64,21,12.44,few clouds
347,Iskateley,RU,67.6803,53.1512,36.5,90,26,8.41,scattered clouds
348,Maragogi,BR,-9.0122,-35.2225,80.6,68,51,13.04,broken clouds
349,Aksha,RU,50.2814,113.2867,37.99,56,23,3.8,few clouds
350,Ferrol,ES,43.4832,-8.2369,68.72,88,79,7.14,broken clouds
351,Benghazi,LY,32.1167,20.0667,77.54,56,2,8.3,clear sky
352,Namibe,AO,-15.1961,12.1522,69.87,84,19,10.87,few clouds
353,Sola,VU,-13.8833,167.55,80.46,70,90,5.03,overcast clouds
354,Chelmek,PL,50.1016,19.248,55.45,66,45,4.56,scattered clouds
355,Port Moresby,PG,-9.4431,147.1797,76.42,94,40,3.44,scattered clouds
356,Sinnamary,GF,5.3833,-52.95,85.33,67,39,13.78,scattered clouds
357,Avera,US,33.194,-82.5271,76.51,68,99,11.43,overcast clouds
358,Sampit,ID,-2.5333,112.95,74.86,92,100,1.77,moderate rain
359,Airai,TL,-8.9266,125.4092,61.45,91,47,1.48,scattered clouds
360,High Rock,BS,26.6208,-78.2833,77.02,72,99,12.17,moderate rain
361,Allapalli,IN,19.4167,80.0667,74.46,95,100,2.66,overcast clouds
362,Ajaccio,FR,42.0,8.9167,62.65,68,20,2.3,few clouds
363,Ngaoundere,CM,7.3167,13.5833,67.46,90,72,3.71,light rain
364,Faya,SA,18.3851,42.4509,66.31,35,8,3.62,clear sky
365,Suntar,RU,62.1444,117.6319,31.21,93,99,6.04,overcast clouds
366,Kushiro,JP,42.975,144.3747,57.4,87,77,10.09,broken clouds
367,Ambositra,MG,-20.5167,47.25,52.93,95,2,4.47,clear sky
368,Armidale,AU,-30.5167,151.65,52.18,84,99,5.64,overcast clouds
369,Guarabira,BR,-6.8547,-35.49,88.05,46,45,16.24,scattered clouds
370,Manjacaze,MZ,-24.7117,33.8828,75.4,64,87,10.18,overcast clouds
371,Solnechnyy,RU,50.7214,136.6319,39.13,82,5,3.6,clear sky
372,Tarakan,ID,3.3,117.6333,82.24,77,100,8.08,overcast clouds
373,Ulaanbaatar,MN,47.9077,106.8832,30.33,59,40,2.24,scattered clouds
374,Amazar,RU,53.858,120.875,35.91,79,100,1.83,overcast clouds
375,Mantua,IT,45.1667,10.7833,67.24,75,89,3.09,overcast clouds
376,Fairbanks,US,64.8378,-147.7164,24.22,87,75,0.0,broken clouds
377,Seymchan,RU,62.8833,152.4333,11.05,96,100,1.05,overcast clouds
378,Maumere,ID,-8.6199,122.2111,79.2,79,58,6.62,broken clouds
379,Katsuura,JP,35.1333,140.3,66.74,93,100,20.49,light rain
380,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,66,3,5.88,clear sky
381,Port Blair,IN,11.6667,92.75,77.04,94,40,2.3,mist
382,Novoagansk,RU,61.9449,76.6625,35.29,90,17,6.71,few clouds
383,Yerofey Pavlovich,RU,53.9667,121.9667,32.67,84,100,1.57,overcast clouds
384,Darnah,LY,32.767,22.6367,72.5,73,1,10.74,clear sky
385,Conakry,GN,9.538,-13.6773,86.07,66,40,9.22,scattered clouds
386,Okhotsk,RU,59.3833,143.3,30.07,59,100,6.82,overcast clouds
387,Berdigestyakh,RU,62.0989,126.6992,29.73,98,100,3.53,overcast clouds
388,Bahia Blanca,AR,-38.7196,-62.2724,60.28,19,2,10.6,clear sky
389,Chengde,CN,40.9725,117.9361,54.68,51,100,1.45,light rain
390,Vao,NC,-22.6667,167.4833,70.34,69,58,16.91,broken clouds
391,Cedar City,US,37.6775,-113.0619,63.39,31,0,4.61,clear sky
392,Skjervoy,NO,70.0311,20.9714,41.0,78,100,20.76,light rain
393,San Cristobal,VE,7.7669,-72.225,80.78,47,97,3.44,overcast clouds
394,Belmonte,BR,-15.8631,-38.8828,80.8,60,14,8.95,few clouds
395,Dolinsk,RU,47.35,142.8,47.37,91,91,8.68,overcast clouds
396,Chernyshevskiy,RU,63.0128,112.4714,28.26,98,100,2.77,overcast clouds
397,Nabire,ID,-3.3667,135.4833,75.27,89,100,2.86,overcast clouds
398,Ancud,CL,-41.8697,-73.8203,45.82,66,98,10.0,overcast clouds
399,Henties Bay,NA,-22.116,14.2845,59.54,86,22,7.96,few clouds
400,Kalmunai,LK,7.4167,81.8167,78.85,83,98,4.59,overcast clouds
401,Esperance,AU,-33.8667,121.9,51.1,77,19,7.16,few clouds
402,Zaraza,VE,9.3503,-65.3245,86.05,64,100,4.27,overcast clouds
403,San Policarpo,PH,12.1791,125.5072,78.93,89,100,8.46,overcast clouds
404,Vilyuysk,RU,63.7553,121.6247,32.41,99,100,2.35,light snow
405,Yanji,CN,42.9075,129.5078,47.08,81,1,2.19,clear sky
406,Jieshi,CN,22.8134,115.8257,74.86,77,60,18.66,broken clouds
407,Waw,SS,7.7029,27.9953,80.33,69,72,3.89,broken clouds
408,Fortuna,US,40.5982,-124.1573,52.14,100,100,0.0,overcast clouds
409,Ozernovskiy,RU,51.5,156.5167,43.12,70,81,10.4,broken clouds
410,Benalla,AU,-36.55,145.9833,49.86,98,90,4.05,overcast clouds
411,Alyangula,AU,-13.8483,136.4192,80.55,76,91,5.93,overcast clouds
412,Matay,EG,28.419,30.7792,78.91,37,0,9.06,clear sky
413,Inhambane,MZ,-23.865,35.3833,76.98,69,20,4.61,few clouds
414,Bantry,IE,51.6833,-9.45,56.79,89,100,5.77,overcast clouds
415,Kaitangata,NZ,-46.2817,169.8464,40.21,91,34,4.29,scattered clouds
416,Matadi,CD,-5.8167,13.45,84.45,64,67,6.11,broken clouds
417,Alice Springs,AU,-23.7,133.8833,47.75,66,40,0.0,scattered clouds
418,Kingaroy,AU,-26.5333,151.8333,60.84,100,100,5.75,overcast clouds
419,Tezu,IN,27.9167,96.1667,73.04,92,71,2.73,broken clouds
420,Aklavik,CA,68.2191,-135.0107,24.8,80,100,9.22,overcast clouds
421,Freetown,SL,8.484,-13.2299,83.91,79,75,9.22,light rain
422,Pinega,RU,64.7001,43.3936,36.54,91,10,4.92,clear sky
423,Chalus,IR,36.655,51.4204,69.26,88,40,2.3,scattered clouds
424,Port Macquarie,AU,-31.4333,152.9167,57.88,86,99,15.39,overcast clouds
425,Rehoboth,NA,-23.3167,17.0833,81.73,18,72,12.44,broken clouds
426,Samastipur,IN,25.85,85.7833,79.86,70,86,6.4,overcast clouds
427,Umm Kaddadah,SD,13.6017,26.6876,92.12,14,10,13.85,clear sky
428,Machico,PT,32.7,-16.7667,74.71,72,40,16.11,scattered clouds
429,Bambous Virieux,MU,-20.3428,57.7575,71.85,73,75,12.66,light rain
430,Pakpattan,PK,30.341,73.3866,76.86,31,0,4.03,clear sky
431,Bukama,CD,-9.2,25.85,84.49,21,3,0.69,clear sky
432,Tame,CO,6.461,-71.73,84.29,64,100,7.83,overcast clouds
433,Shakiso,ET,5.75,38.9167,61.88,86,93,2.01,overcast clouds
434,Portland,US,45.5234,-122.6762,72.61,65,40,7.0,smoke
435,Beinamar,TD,8.6698,15.3813,76.62,82,74,3.89,broken clouds
436,Pangnirtung,CA,66.1451,-65.7125,21.2,58,20,3.44,few clouds
437,Tautira,PF,-17.7333,-149.15,76.51,80,12,7.47,few clouds
438,Nanortalik,GL,60.1432,-45.2371,33.4,54,5,10.67,clear sky
439,Norilsk,RU,69.3535,88.2027,27.43,95,100,5.32,overcast clouds
440,Guerrero Negro,MX,27.9769,-114.0611,72.25,73,76,13.35,broken clouds
441,Deputatskiy,RU,69.3,139.9,-4.59,96,61,5.37,broken clouds
442,Jackson,US,42.4165,-122.8345,72.39,45,0,0.0,clear sky
443,Haines Junction,CA,60.7522,-137.5108,28.35,80,100,8.05,overcast clouds
444,Lavassaare,EE,58.5114,24.3889,51.82,93,100,6.91,overcast clouds
445,Kahului,US,20.8947,-156.47,80.83,79,75,5.75,broken clouds
446,Tevaitoa,PF,-16.7833,-151.5,78.28,76,18,14.23,few clouds
447,Mehamn,NO,71.0357,27.8492,39.15,81,0,10.36,clear sky
448,Champerico,GT,14.3,-91.9167,90.14,79,100,5.64,overcast clouds
449,Goderich,CA,43.7501,-81.7165,54.91,71,99,14.97,overcast clouds
450,Escanaba,US,45.7453,-87.0646,47.95,85,100,9.22,overcast clouds
451,Isilkul,RU,54.9109,71.2728,47.93,63,100,14.32,overcast clouds
452,Hlohovec,SK,48.4317,17.8031,59.22,54,83,4.74,broken clouds
453,Svetlaya,RU,46.5389,138.3297,48.29,73,30,5.7,scattered clouds
454,Dingle,PH,10.9995,122.6711,75.96,89,100,3.18,overcast clouds
455,Lae,PG,-6.7221,146.9847,75.36,78,95,6.24,overcast clouds
456,Cumana,VE,10.4635,-64.1775,84.15,71,84,6.64,light rain
457,Calabozo,VE,8.9242,-67.4293,88.21,54,100,5.79,overcast clouds
458,Yacuiba,BO,-22.038,-63.6797,90.37,35,20,5.75,few clouds
459,Durania,CO,7.7131,-72.6576,79.72,56,100,3.71,overcast clouds
460,Shubarshi,KZ,48.5872,57.1869,50.32,66,79,7.94,broken clouds
461,Sire,NG,12.9299,5.2043,90.46,31,64,6.22,broken clouds
462,Tiznit,MA,29.5833,-9.5,75.88,37,0,5.99,clear sky
463,Bonavista,CA,48.6499,-53.1147,53.13,61,5,1.79,clear sky
464,Yumen,CN,40.2833,97.2,46.27,33,0,7.74,clear sky
465,Protivin,CZ,49.1995,14.2172,54.79,76,100,0.76,overcast clouds
466,Hirara,JP,24.8,125.2833,79.99,81,38,26.91,scattered clouds
467,Aksarka,RU,66.5606,67.7975,39.16,93,100,10.47,light rain
468,Sembe,CG,1.6481,14.5806,77.58,78,98,1.25,light rain
469,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,88.92,19,47,6.76,scattered clouds
470,Raudeberg,NO,61.9875,5.1352,47.07,70,32,19.19,scattered clouds
471,Gombong,ID,-7.6072,109.5142,76.57,86,98,4.92,overcast clouds
472,Atbasar,KZ,51.8,68.3333,52.45,27,79,9.42,broken clouds
473,Marzuq,YE,14.4,46.4667,73.44,33,5,3.74,clear sky
474,Raga,SS,8.4596,25.678,79.61,70,97,1.72,overcast clouds
475,Paamiut,GL,61.994,-49.6678,29.79,47,7,9.04,clear sky
476,Starokostyantyniv,UA,49.7576,27.2034,46.92,68,19,6.08,few clouds
477,Troitskoye,RU,52.9821,84.6757,37.99,76,6,5.57,clear sky
478,Chichigalpa,NI,12.5776,-87.027,87.51,70,40,4.61,scattered clouds
479,Sao Felix Do Xingu,BR,-6.6447,-51.995,97.41,28,58,3.47,light rain
480,Egvekinot,RU,66.3167,-179.1667,11.71,71,37,4.72,scattered clouds
481,Ranot,TH,7.7777,100.3213,79.54,80,96,6.29,overcast clouds
482,Opuwo,NA,-18.0607,13.84,82.53,29,83,18.34,broken clouds
483,Sulangan,PH,11.1373,123.7228,83.62,76,100,11.01,overcast clouds
484,Aksarayskiy,RU,46.7924,48.0119,54.12,51,12,5.64,few clouds
485,Tucupita,VE,9.0622,-62.051,83.91,69,90,5.66,overcast clouds
486,Dunedin,NZ,-45.8742,170.5036,45.81,87,52,5.93,broken clouds
487,Hami,CN,42.8,93.45,52.18,40,1,3.18,clear sky
488,Ayr,GB,55.4627,-4.6339,53.58,82,40,14.97,scattered clouds
489,Moron,AR,-34.6534,-58.6198,67.01,23,3,11.12,clear sky
490,Eenhana,NA,-17.4667,16.3333,88.88,14,99,3.78,overcast clouds
491,Kismayo,SO,-0.3582,42.5454,77.38,80,86,17.05,overcast clouds
492,Saint-Georges,GD,12.0564,-61.7485,87.48,70,20,19.57,few clouds
493,Roanoke Rapids,US,36.4615,-77.6542,71.29,100,100,8.05,overcast clouds
494,Tigre,AR,-34.426,-58.5796,67.26,22,0,12.66,clear sky
495,Koslan,RU,63.4564,48.8989,40.89,91,100,4.18,overcast clouds
496,Warora,IN,20.2333,79.0,75.27,91,96,6.29,overcast clouds
497,Oktyabrskoye,RU,43.0645,44.7417,48.34,76,75,6.71,broken clouds
498,Kuusamo,FI,65.9667,29.1833,41.04,93,100,10.36,light intensity drizzle
499,Key West,US,24.5557,-81.7826,91.4,79,40,13.8,scattered clouds
500,Bassar,TG,9.25,0.7833,77.23,76,98,2.66,overcast clouds
501,Taltal,CL,-25.4,-70.4833,63.03,65,13,4.81,few clouds
502,Bambanglipuro,ID,-7.95,110.2833,76.8,84,91,6.35,overcast clouds
503,Nago,JP,26.5881,127.9761,82.45,82,44,17.25,scattered clouds
504,Brainerd,US,46.358,-94.2008,39.49,60,100,12.66,overcast clouds
505,Helong,CN,42.5397,128.9972,45.48,72,0,4.09,clear sky
506,Fairlie,GB,55.756,-4.8556,53.51,89,92,10.0,light rain
507,Mayo,US,38.8876,-76.5119,69.98,94,100,10.36,overcast clouds
508,Carberry,CA,49.8689,-99.3602,35.83,36,62,21.74,broken clouds
509,Oriximina,BR,-1.7656,-55.8661,91.87,46,39,4.83,scattered clouds
510,Feijo,BR,-8.1642,-70.3536,95.5,39,63,3.56,broken clouds
511,Kamenka,RU,51.3223,42.7678,45.84,79,39,6.33,scattered clouds
512,Morehead,US,37.2711,-87.1764,65.95,30,0,5.75,clear sky
513,Talcahuano,CL,-36.7167,-73.1167,56.88,44,0,18.41,clear sky
514,Grajewo,PL,53.6473,22.4554,47.62,71,12,7.43,few clouds
515,Chubbuck,US,42.9208,-112.4661,65.64,40,0,1.01,clear sky
516,Sokoni,TZ,-6.4333,39.55,76.19,76,6,16.64,clear sky
517,Guapiles,CR,10.2159,-83.7866,87.28,61,94,4.21,overcast clouds
518,Guayaquil,EC,-2.1667,-79.9,82.36,57,20,8.05,few clouds
519,Ode,NG,7.7899,5.7117,72.03,94,100,0.72,light rain
520,Tigzirt,DZ,36.8886,4.1198,71.46,76,10,6.08,clear sky
521,Chalon-Sur-Saone,FR,46.7833,4.85,61.21,91,100,5.44,overcast clouds
522,Porohy,UA,48.6876,24.2632,45.64,95,65,2.75,broken clouds
523,Sioux Lookout,CA,50.1001,-91.917,37.47,81,100,11.5,overcast clouds
524,Kezmarok,SK,49.1357,20.4335,53.26,93,40,2.3,scattered clouds
525,Nanzhou,CN,29.3596,112.4024,59.23,50,0,7.49,clear sky
526,Silva Jardim,BR,-22.6508,-42.3917,82.29,41,72,5.77,broken clouds
527,Jumla,NP,29.2747,82.1838,47.71,87,2,4.29,clear sky
528,Karasburg,NA,-28.0167,18.75,79.54,23,63,21.7,broken clouds
529,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,19,0,9.22,clear sky
530,Awjilah,LY,29.1081,21.2869,84.4,25,12,8.05,few clouds
531,Galle,LK,6.0367,80.217,77.68,86,99,9.93,moderate rain
532,Coahuayana,MX,18.7333,-103.6833,88.18,66,47,3.15,scattered clouds
533,Koungou,YT,-12.7336,45.2042,74.91,73,0,1.14,clear sky
534,Balkanabat,TM,39.5108,54.3671,71.58,29,98,8.88,overcast clouds
535,Clyde River,CA,70.4692,-68.5914,28.63,59,75,10.36,broken clouds
536,Fayaoue,NC,-20.65,166.5333,73.56,68,2,20.0,clear sky
537,Hambantota,LK,6.1241,81.1185,78.51,84,98,16.22,overcast clouds
538,Lorengau,PG,-2.0226,147.2712,79.14,72,45,1.23,scattered clouds
539,Gat,IL,31.61,34.7642,74.08,100,6,6.55,clear sky
540,Wakkanai,JP,45.4094,141.6739,58.48,68,83,19.37,broken clouds
541,Puerto Carreno,CO,6.189,-67.4859,89.58,58,20,6.91,few clouds
542,Dogondoutchi,NE,13.6393,4.0287,97.9,18,48,11.1,scattered clouds
543,Dongsheng,CN,39.8161,109.9776,47.86,69,95,4.81,overcast clouds
544,Fukue,JP,32.6881,128.8419,71.22,75,0,15.7,clear sky
545,Vallenar,CL,-28.5708,-70.7581,78.46,28,0,7.61,clear sky
546,Rovinj,HR,45.08,13.64,62.29,69,43,2.57,scattered clouds
547,Burnie,AU,-41.0667,145.9167,47.95,96,94,9.48,overcast clouds
548,Miri,MY,4.4148,114.0089,75.34,94,40,8.05,scattered clouds
549,Yabelo,ET,4.8833,38.0833,67.96,49,94,8.75,overcast clouds
550,Fairmont,US,39.4851,-80.1426,60.39,77,95,1.01,overcast clouds
551,Danielskuil,ZA,-28.1887,23.5395,75.34,19,95,8.5,overcast clouds
552,Sorland,NO,67.667,12.6934,46.26,60,83,17.78,broken clouds
553,Santiago Del Estero,AR,-27.7951,-64.2615,83.93,17,0,20.58,clear sky
554,Soyo,AO,-6.1349,12.3689,77.47,85,90,11.32,overcast clouds
555,Omsukchan,RU,62.5333,155.8,10.22,96,99,2.13,overcast clouds
556,Mizdah,LY,31.4451,12.9801,81.09,20,41,7.81,scattered clouds
557,Tocopilla,CL,-22.092,-70.1979,65.21,64,13,7.81,few clouds
558,Paracuru,BR,-3.41,-39.0306,82.11,63,56,17.58,broken clouds
559,Gushikawa,JP,26.3544,127.8686,81.63,74,56,18.43,broken clouds
560,Mattru,SL,7.6244,-11.8332,78.58,85,96,5.66,overcast clouds
561,Lipno,PL,52.8444,19.1785,48.22,81,2,7.58,clear sky
562,Meulaboh,ID,4.1363,96.1285,76.35,86,69,3.58,broken clouds
563,Fort Nelson,CA,58.8053,-122.7002,40.59,75,75,6.91,broken clouds
564,Camacha,PT,33.0833,-16.3333,69.22,68,40,12.66,scattered clouds
565,Karratha,AU,-20.7377,116.8463,70.14,43,74,9.57,broken clouds
566,Hailey,US,43.5196,-114.3153,60.89,30,0,5.75,clear sky
567,Almaznyy,RU,48.0448,40.045,50.83,56,81,9.53,broken clouds
568,Fuerte Olimpo,PY,-21.0415,-57.8738,82.8,60,99,6.71,light rain
569,Santa Cruz,BO,-17.8,-63.1667,81.86,65,75,12.66,broken clouds
570,Krasnogorsk,RU,55.8225,37.3181,43.18,87,0,4.47,clear sky
571,Petauke,ZM,-14.2426,31.3253,76.06,19,1,6.98,clear sky
572,Banda Aceh,ID,5.5577,95.3222,78.98,80,54,13.69,broken clouds
573,Bayburt,TR,40.2589,40.2278,50.14,67,58,3.56,broken clouds
574,Tahe,CN,52.3333,124.7333,37.22,72,80,3.24,broken clouds
575,Robertsport,LR,6.7533,-11.3686,79.84,80,83,9.26,broken clouds
576,Skibbereen,IE,51.55,-9.2667,57.11,91,100,8.9,overcast clouds
577,Broome,US,42.2506,-75.833,62.69,89,100,12.66,overcast clouds
578,Cabedelo,BR,-6.9811,-34.8339,86.67,67,18,16.46,few clouds
579,Rockport,US,28.0206,-97.0544,92.07,75,0,6.91,clear sky
580,Palora,EC,-1.7,-77.9333,78.91,56,82,4.05,light rain
581,Grindavik,IS,63.8424,-22.4338,43.27,75,75,17.27,broken clouds
582,Jagatsinghapur,IN,20.2667,86.1667,80.96,85,10,3.38,clear sky
583,Ibra,OM,22.6906,58.5334,75.45,38,2,1.39,clear sky
584,Dandong,CN,40.1292,124.3947,49.46,84,91,3.22,overcast clouds
585,Verkhneuralsk,RU,53.8769,59.2106,46.89,83,93,5.66,overcast clouds
586,Tabou,CI,4.423,-7.3528,78.4,80,71,6.26,broken clouds
587,Brae,GB,60.3964,-1.353,50.63,86,100,21.63,light rain
588,Marienburg,PL,54.0359,19.0266,53.58,61,20,8.12,few clouds
589,Aras,ES,42.5617,-2.356,70.21,53,0,4.61,clear sky
590,Temir,KZ,49.1414,57.13,49.73,67,76,9.15,broken clouds
591,Bauchi,NG,10.5,10.0,77.77,66,99,3.31,overcast clouds
592,Mingguang,CN,32.7802,117.9638,56.57,88,2,5.66,clear sky
593,Columbus,US,39.9612,-82.9988,60.58,46,20,16.11,few clouds
594,Yar-Sale,RU,66.8333,70.8333,39.61,91,100,13.82,overcast clouds
595,Gold Coast,AU,-28.0,153.4333,66.18,96,75,3.44,light rain
596,Caravelas,BR,-17.7125,-39.2481,81.95,52,61,9.4,broken clouds
597,Batie,BF,9.8833,-2.9167,83.34,56,98,3.87,overcast clouds
598,Moengo,SR,5.6167,-54.4,76.42,94,97,4.81,overcast clouds
599,Baba Ana,RO,44.9667,26.45,60.82,69,89,10.69,overcast clouds
600,Eyl,SO,7.9803,49.8164,78.82,80,48,16.87,scattered clouds
601,Gornopravdinsk,RU,60.05,69.9,39.81,81,79,7.02,broken clouds
602,Buta,CD,2.7858,24.73,77.86,66,99,3.02,overcast clouds
603,Tigil,RU,57.8,158.6667,33.28,98,100,7.27,light snow
604,Turayf,SA,31.6725,38.6637,73.65,46,0,11.5,clear sky
605,Lourdes,FR,43.1,-0.05,65.68,68,100,6.91,overcast clouds
606,San Lorenzo,PY,-25.3333,-57.5333,77.94,57,75,5.01,broken clouds
607,Banjar,ID,-8.19,114.9675,75.74,90,67,5.44,broken clouds
608,Waitati,NZ,-45.75,170.5667,45.81,88,47,5.59,scattered clouds
609,Aitape,PG,-3.1374,142.3475,76.37,89,100,3.98,overcast clouds
610,Vardo,NO,70.3705,31.1107,35.58,93,75,9.22,broken clouds
611,Saint-Pierre,RE,-21.3393,55.4781,71.28,64,0,12.66,clear sky
612,Sao Filipe,CV,14.8961,-24.4956,80.2,76,58,6.71,broken clouds
613,Cardston,CA,49.2,-113.3019,62.89,51,6,2.3,clear sky
614,Margate,GB,51.3813,1.3862,56.1,86,22,1.01,few clouds
615,Doha,QA,25.2867,51.5333,86.31,74,0,4.61,clear sky
616,Parry Sound,CA,45.3501,-80.033,53.65,82,83,7.2,moderate rain
617,Rantepao,ID,-2.9701,119.8978,67.59,97,100,1.41,light rain
618,Tanete,ID,-3.9443,119.7848,75.63,93,100,0.25,overcast clouds
619,Kungurtug,RU,50.5994,97.5228,25.3,68,6,0.38,clear sky
620,Manoharpur,IN,27.3,75.95,73.58,46,0,3.67,clear sky
621,Gao,ML,16.6362,1.637,95.34,12,11,9.69,few clouds
622,Mikhaylovka,RU,50.06,43.2379,47.79,80,39,5.66,scattered clouds
623,Gandara,PH,12.013,124.8118,77.63,93,100,4.54,overcast clouds
624,Kumluca,TR,36.3703,30.2869,73.6,62,7,2.48,clear sky
625,Lukoyanov,RU,55.0277,44.4786,43.75,73,95,9.69,overcast clouds
626,Starodubskoye,RU,44.5631,44.0153,58.87,49,100,5.46,overcast clouds
627,Ananas,HT,19.2466,-71.9557,88.56,46,98,2.19,light rain
628,Ust-Ordynskiy,RU,52.805,104.7508,33.22,81,96,9.93,overcast clouds
629,Mago,RU,53.2514,140.1822,36.54,88,66,2.73,broken clouds
630,Georgiyevka,KZ,43.0369,74.7114,50.04,37,10,6.71,smoke
631,Lufilufi,WS,-13.8745,-171.5986,74.98,80,38,14.45,light rain
632,Nantucket,US,41.2835,-70.0995,69.91,79,0,17.27,clear sky
633,Mutare,ZW,-18.9707,32.6709,70.36,28,38,4.41,scattered clouds
634,Ifakara,TZ,-8.1333,36.6833,77.92,33,4,5.84,clear sky
635,Hindupur,IN,13.8289,77.4933,73.02,85,58,4.36,broken clouds
636,Damulog,PH,7.4836,124.9431,72.5,91,99,0.74,overcast clouds
637,Dhangadhi,NP,28.7079,80.5961,70.05,86,0,3.53,clear sky
638,Teguise,ES,29.0605,-13.564,75.42,65,40,26.46,scattered clouds
639,Antofagasta,CL,-23.65,-70.4,61.88,65,5,8.59,clear sky
640,Natal,BR,-5.795,-35.2094,86.65,54,20,20.71,few clouds
641,Rorvik,NO,64.8621,11.2373,44.71,87,75,0.0,broken clouds
642,Sehwan,PK,26.4279,67.863,82.89,18,0,3.62,clear sky
643,Hermiston,US,45.8404,-119.2895,68.7,58,0,0.0,clear sky
644,Tiarei,PF,-17.5333,-149.3333,78.82,80,11,8.48,few clouds
645,Havre-Saint-Pierre,CA,50.2334,-63.5986,55.76,71,75,13.8,broken clouds
646,Bilma,NE,18.6853,12.9164,89.11,12,2,6.91,clear sky
647,Bilibino,RU,68.0546,166.4372,2.16,88,100,2.51,overcast clouds
648,Gimli,CA,50.6336,-96.9907,35.62,87,100,12.66,light rain
649,Huarmey,PE,-10.0681,-78.1522,66.81,72,41,10.4,scattered clouds
650,Sarakhs,IR,36.5449,61.1577,68.14,30,0,0.0,clear sky
651,Bendigo,AU,-36.7667,144.2833,49.86,78,95,5.99,overcast clouds
652,Rio Gallegos,AR,-51.6226,-69.2181,50.05,37,75,19.57,broken clouds
653,Cayenne,GF,4.9333,-52.3333,87.84,66,75,8.05,broken clouds
654,Bereda,ES,43.2686,-7.5406,68.41,90,97,2.66,overcast clouds
655,Vikhorevka,RU,56.1201,101.1636,33.39,90,99,5.5,overcast clouds
656,Cangzhou,CN,38.3167,116.8667,59.95,55,100,4.74,light rain
657,Ternate,ID,0.8,127.4,81.46,80,99,4.99,overcast clouds
658,Tyumentsevo,RU,53.3224,81.498,38.01,71,7,7.49,clear sky
659,Beruwala,LK,6.4788,79.9828,76.33,91,100,7.87,overcast clouds
660,Cananeia,BR,-25.0147,-47.9267,73.72,81,100,7.05,overcast clouds
661,Jaguaruna,BR,-28.615,-49.0256,71.44,81,90,9.22,moderate rain
662,Chara,RU,56.9064,118.2631,30.06,74,89,3.27,overcast clouds
663,Santa Rosa,PH,14.3122,121.1114,83.08,87,100,3.27,overcast clouds
664,Rajauri,IN,33.3833,74.3,62.96,58,8,5.66,clear sky
665,Bethanien,NA,-26.502,17.1583,80.71,16,39,15.99,scattered clouds
666,Azuqueca De Henares,ES,40.5669,-3.2599,77.18,43,0,3.44,clear sky
667,Merauke,ID,-8.4667,140.3333,77.56,88,99,10.29,overcast clouds
668,Luanda,AO,-8.8368,13.2343,76.46,81,15,12.06,few clouds
669,Ankara,TR,39.9199,32.8543,61.21,50,61,7.0,broken clouds
670,Izumo,JP,35.3667,132.7667,55.35,90,1,6.22,clear sky
671,Rio Grande,BR,-32.035,-52.0986,82.51,56,0,10.47,clear sky
672,Eirunepe,BR,-6.6603,-69.8736,95.13,39,79,3.58,broken clouds
673,Jining,CN,35.405,116.5814,58.51,56,98,5.41,overcast clouds
674,Lerwick,GB,60.1545,-1.1494,51.8,85,96,23.6,light rain
675,Xining,CN,36.6167,101.7667,40.62,64,90,2.15,overcast clouds
676,Alexandria,EG,31.2156,29.9553,75.16,57,40,14.97,scattered clouds
677,Puerto Leguizamo,CO,-0.1934,-74.7819,95.61,37,53,4.36,broken clouds
678,Zapolyarnyy,RU,69.4154,30.8136,38.48,93,100,14.25,overcast clouds
679,Churapcha,RU,62.0025,132.4325,24.13,97,99,3.65,light snow
680,Cotonou,BJ,6.3654,2.4183,80.58,83,40,8.05,scattered clouds
681,Pitkyaranta,RU,61.5734,31.4792,45.5,84,100,12.5,overcast clouds
682,Fosses,FR,49.0981,2.5096,58.21,96,75,10.36,broken clouds
683,Ilek,RU,51.5271,53.3831,47.82,91,36,9.73,scattered clouds
684,Eureka,US,40.8021,-124.1637,52.41,71,61,5.91,broken clouds
685,Beibei,CN,29.8256,106.4339,67.37,79,100,1.97,overcast clouds
686,Ponta Delgada,PT,37.7333,-25.6667,72.32,68,20,9.22,few clouds
687,Holme,DK,56.1138,10.1725,53.17,92,98,8.01,overcast clouds
688,Zhangjiakou,CN,40.81,114.8794,55.24,33,100,2.68,overcast clouds
689,Kimberley,ZA,-28.7323,24.7623,76.69,20,0,5.75,clear sky
690,Coracao De Maria,BR,-12.2333,-38.75,78.6,66,85,12.03,overcast clouds
691,Odweyne,SO,9.4092,45.064,78.58,41,69,7.09,broken clouds
692,Vostok,RU,46.4856,135.8833,43.81,89,90,4.12,overcast clouds
693,Silopi,TR,37.2497,42.4694,72.77,26,93,1.77,overcast clouds
694,Ahuimanu,US,21.4447,-157.8378,77.61,94,20,3.44,few clouds
695,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,17.27,scattered clouds
696,San Diego De La Union,MX,21.4667,-100.8667,72.79,36,27,11.41,scattered clouds
